Public Transport,Carsharing,Taxi,Individual Mobility
8.857528233572745,12.034490276519072,9.39422641694837,9.623269617367601
11.581726169473018,11.964910862518087,7.482468801880414,8.740233202447357
11.188237058792845,9.595924375225508,10.558860995719758,9.91761519315354
10.896227173004746,12.242786064914922,10.221129637288545,9.677439851464474
10.831620927951965,11.742670726962974,7.125834351333189,11.428456092487114
10.229203835226468,13.372662578268613,8.454434656472785,9.730771187456705
8.74311281557101,9.354131937137343,10.569923355761405,11.197774249444688
7.114601519419335,5.168037065429492,10.756389384968154,10.335761864703024
11.42837091180611,11.371126921105077,11.328285883050146,9.263405090994969
8.34657819532931,9.727574096229539,9.240007121895742,8.211984413845574
10.875038284987946,6.098830434569556,10.125058782947113,9.664948108138384
8.81129025010247,4.211373131173459,9.654263519213906,9.028389105463532
9.566242356977854,12.177012919707856,10.404920349400719,9.994978291864172
12.430202881784197,9.54387420484689,8.736631172417253,9.328900309523604
9.053246135029276,6.918022426575304,9.623033878352741,9.288231976953508
10.702171294104273,10.39898387760241,7.884788924269406,9.456404073117282
8.095985358705688,8.228323118409552,12.342425997169945,9.700737402525428
11.488398961296058,7.892990867760038,10.86245731574476,9.570628139531996
11.866151184200104,9.76183102089086,8.971861211699743,10.92209957517606
9.693693289183546,11.566517186819624,8.599838178014839,10.889789181818978
9.559995722397733,9.142759464212254,6.518211251349779,10.584726083512718
10.98236229443912,11.902038495034633,9.308845706127075,11.423551239361169
9.751633497155927,8.291086254129398,9.795079218316117,11.284058022381311
8.041860713561551,13.705097739432315,8.943268239918453,9.594733357773361
8.760800958448007,8.88820980556165,9.080839742054646,9.37867523199941
12.607274056111542,9.77256880768852,10.723805842741669,10.446687369996537
12.27583649205665,6.699187190106969,10.486271114746692,8.590590040966607
9.820541187188093,16.734620915251725,11.046481635708616,9.900976120792805
7.74219250718887,13.284957476170405,9.63542188850965,10.448540820206945
9.029902346304265,7.187040978753986,12.909498431752343,9.12842507513746
11.271289747906287,6.345407881766148,10.082002382673348,9.806741434472581
8.03804844752326,11.198037688675713,8.797694373055831,8.88926643918046
9.837374680424048,9.607158047663411,11.164263006531286,11.22058011300809
9.334656368058699,12.014288309337235,10.417095731800744,11.955969870655991
11.737042677614433,9.009640326512304,13.400101349388228,9.781536430819786
11.641920272687214,10.493351553184814,11.336328103754319,10.37638517492031
10.496382972917111,12.846372867971832,9.818990504607775,11.039488764905025
10.65036246977419,14.536073164148368,14.33356008106055,9.110335764859112
9.196076656534103,7.65407162387157,10.439517739484831,10.494422727688896
8.996604769415008,7.727644213831112,11.267356230204404,10.356575313504917
10.255314000701752,13.111374365541874,11.122675827676742,9.92230645971134
10.670305348725975,8.39581782433763,9.161957869504635,10.466205331924801
8.889781485797254,8.77421376058593,8.91116575058809,11.587404692056156
9.210534776225739,12.7901303766649,9.531009779357863,10.21255637496202
8.91035394869496,7.451982211417912,12.725421729686303,9.811386097987457
11.441710458643369,10.165219488403302,13.225705258667158,11.52791793475271
10.904983248419725,8.87100756250769,11.19787319169909,9.119639204438943
10.620273215905566,12.571951553599186,9.468631526427513,10.720639723308825
10.912685034269913,11.517422209833594,8.00940823506193,10.786624033496633
10.243992662501668,11.11949216319994,10.391657034458161,9.01939854300157
8.730791416632767,12.64980246761512,10.944518743110589,9.821582611383954
10.350485257646854,11.421388107437815,12.920417334970898,9.031253846814984
10.427388073319515,12.233696350268266,14.952461898471554,9.97741362648989
10.73150049775618,9.206669582902572,7.1032659078506,11.321572464370462
11.896187255778646,15.424009119971423,9.838045565262291,11.733721287589383
9.753506858182499,8.24032999359285,9.89023912010226,10.326838941975534
11.653813564491418,9.986894989115568,13.488908550727492,10.498273580671338
11.645329884536979,10.298364446634661,13.142043657810335,9.257155713087325
8.810724251839948,9.23563307016825,11.53730906569208,10.647612185030678
10.238778432955959,4.944598803267329,9.006084680553197,9.07394809873159
11.349748157630122,5.739675768298144,10.498054455966345,10.13310748932358
8.832131851689555,12.461505555982344,6.647024379740314,8.903742045007895
10.009101727001791,15.215882586543724,11.773705186683582,10.458844778439355
11.629152213584755,6.981098586859248,9.678111248848392,9.32719547513983
12.816490511486442,11.133676663502754,11.553716014753071,10.915545849078987
11.747979310416575,11.149342341222194,8.519892779958486,10.717929424396809
10.621399936229928,8.265645183917753,11.252480039615715,11.418033214323449
6.4444974838457,11.537151089968896,9.03508801792376,10.867061541475758
